"am_gene_ID","am_gene_symbol","dr_gene_ID","dr_gene_symbol"
"ENSAMXG00000006104","itga11a","ENSDARG00000036086","itga11a"
"ENSAMXG00000006105","ENSAMXG00000006105","ENSDARG00000086345","CUX2"
"ENSAMXG00000006107","zgc:136333","ENSDARG00000033802","ENSDARG00000033802"
"ENSAMXG00000006108","HFM1","ENSDARG00000104288","HFM1"
"ENSAMXG00000006109","pptc7a","ENSDARG00000011122","pptc7a"
"ENSAMXG00000006111","nfrkb","ENSDARG00000091512","nfrkb"
"ENSAMXG00000006112","tmem45b","ENSDARG00000056239","tmem45b"
"ENSAMXG00000006113","rad9b","ENSDARG00000075632","rad9b"
"ENSAMXG00000006115","rfc2","ENSDARG00000014274","rfc2"
"ENSAMXG00000006118","pak5","ENSDARG00000030154","pak5"
"ENSAMXG00000006119","ENSAMXG00000006119","ENSDARG00000079745","ENSDARG00000079745"
"ENSAMXG00000006122","ZNF142","ENSDARG00000061373","ZNF142"
"ENSAMXG00000006127","elovl2","ENSDARG00000045414","elovl2"
"ENSAMXG00000006128","PLCD4","ENSDARG00000040684","PLCD4"
"ENSAMXG00000006129","anp32a","ENSDARG00000006487","anp32a"
"ENSAMXG00000006130","dhx37","ENSDARG00000062612","dhx37"
"ENSAMXG00000006131","exoc2","ENSDARG00000055610","exoc2"
"ENSAMXG00000006132","trim25","ENSDARG00000104396","trim25"
"ENSAMXG00000006135","DDX10","ENSDARG00000061865","ENSDARG00000061865"
"ENSAMXG00000006145","UACA","ENSDARG00000060238","UACA"
"ENSAMXG00000006146","yy1b","ENSDARG00000042796","yy1a"
"ENSAMXG00000006147","selenof","ENSDARG00000099664","selenof"
"ENSAMXG00000006148","DIXDC1","ENSDARG00000056267","DIXDC1"
"ENSAMXG00000006152","cyp7a1","ENSDARG00000069018","cyp7a1"
"ENSAMXG00000006154","usp37","ENSDARG00000040990","usp37"
"ENSAMXG00000006155","dgke","ENSDARG00000104793","dgke"
"ENSAMXG00000006157","si:dkey-31g6.6","ENSDARG00000101393","si:dkey-31g6.6"
"ENSAMXG00000006159","septin5a","ENSDARG00000013843","septin5a"
"ENSAMXG00000006161","orc5","ENSDARG00000021579","orc5"
"ENSAMXG00000006163","ca8","ENSDARG00000039098","ca8"
"ENSAMXG00000006165","EML3","ENSDARG00000058038","EML3"
"ENSAMXG00000006167","cdc45","ENSDARG00000043720","cdc45"
"ENSAMXG00000006168","zgc:66484","ENSDARG00000030478","zgc:66484"
"ENSAMXG00000006170","map2k5","ENSDARG00000011851","map2k5"
"ENSAMXG00000006176","znf143a","ENSDARG00000012887","znf143a"
"ENSAMXG00000006177","gmds","ENSDARG00000026629","gmds"
"ENSAMXG00000006179","slc25a36a","ENSDARG00000038731","slc25a36a"
"ENSAMXG00000006180","CHD7","ENSDARG00000075211","CHD7"
"ENSAMXG00000006181","smad3a","ENSDARG00000036096","smad3a"
"ENSAMXG00000006183","ciao1","ENSDARG00000059212","ciao1"
"ENSAMXG00000006185","ttpa","ENSDARG00000027584","ttpa"
"ENSAMXG00000006188","smad6a","ENSDARG00000053209","smad6a"
"ENSAMXG00000006189","u2surp","ENSDARG00000061490","u2surp"
"ENSAMXG00000006190","crybgx","ENSDARG00000036140","crybgx"
"ENSAMXG00000006192","gatd3l","ENSDARG00000094516","gatd3l"
"ENSAMXG00000006193","lrrc42","ENSDARG00000030591","lrrc42"
"ENSAMXG00000006209","atp1b2a","ENSDARG00000099203","atp1b2a"
"ENSAMXG00000006212","ndc1","ENSDARG00000021120","ndc1"
"ENSAMXG00000006217","otulinb","ENSDARG00000079886","otulinb"
"ENSAMXG00000006220","dis3l","ENSDARG00000053200","dis3l"
"ENSAMXG00000006221","prkacbb","ENSDARG00000059125","prkacbb"
"ENSAMXG00000006223","ENSAMXG00000006223","ENSDARG00000104277","ENSDARG00000104277"
"ENSAMXG00000006225","SCN4A","ENSDARG00000034588","scn4ab"
"ENSAMXG00000006235","ENSAMXG00000006235","ENSDARG00000103485","ENSDARG00000103485"
"ENSAMXG00000006237","actl6b","ENSDARG00000034107","actl6b"
"ENSAMXG00000006238","GPAA1","ENSDARG00000074571","GPAA1"
"ENSAMXG00000006239","amph","ENSDARG00000007663","amph"
"ENSAMXG00000006242","ENSAMXG00000006242","ENSDARG00000021996","ENSDARG00000021996"
"ENSAMXG00000006243","rps8a","ENSDARG00000055996","rps8a"
"ENSAMXG00000006246","akap12b","ENSDARG00000055678","akap12b"
"ENSAMXG00000006250","ENSAMXG00000006250","ENSDARG00000102056","ENSDARG00000102056"
"ENSAMXG00000006252","ENSAMXG00000006252","ENSDARG00000105641","ENSDARG00000105641"
"ENSAMXG00000006254","TMC1","ENSDARG00000056386","TMC1"
"ENSAMXG00000006255","RNF165","ENSDARG00000078817","RNF165"
"ENSAMXG00000006257","bbox1","ENSDARG00000036135","bbox1"
"ENSAMXG00000006259","hectd3","ENSDARG00000038905","hectd3"
"ENSAMXG00000006267","esr1","ENSDARG00000004111","esr1"
"ENSAMXG00000006269","MADD","ENSDARG00000003495","MADD"
"ENSAMXG00000006270","LOXHD1","ENSDARG00000074638","LOXHD1"
"ENSAMXG00000006271","ccdc40","ENSDARG00000100584","ccdc40"
"ENSAMXG00000006275","PLCD3","ENSDARG00000079572","PLCD3"
"ENSAMXG00000006276","acadm","ENSDARG00000038900","acadm"
"ENSAMXG00000006277","nr1h3","ENSDARG00000098439","nr1h3"
"ENSAMXG00000006278","rabggtb","ENSDARG00000068587","rabggtb"
"ENSAMXG00000006281","ZNF536","ENSDARG00000103648","ZNF536"
"ENSAMXG00000006284","tshz3b","ENSDARG00000103361","tshz3b"
"ENSAMXG00000006286","mrps27","ENSDARG00000059234","mrps27"
"ENSAMXG00000006287","ZNF366","ENSDARG00000040116","ZNF366"
"ENSAMXG00000006289","ZNF507","ENSDARG00000052164","ZNF507"
"ENSAMXG00000006290","epha4a","ENSDARG00000054454","epha4a"
"ENSAMXG00000006295","acbd4","ENSDARG00000027070","acbd4"
"ENSAMXG00000006296","hnrnpa1a","ENSDARG00000036675","hnrnpa1b"
"ENSAMXG00000006297","palm1b","ENSDARG00000007818","palm1b"
"ENSAMXG00000006298","DPY19L3","ENSDARG00000079013","DPY19L3"
"ENSAMXG00000006299","anapc11","ENSDARG00000102531","anapc11"
"ENSAMXG00000006302","cbx5","ENSDARG00000061187","cbx5"
"ENSAMXG00000006306","SYNE1","ENSDARG00000009499","SYNE1"
"ENSAMXG00000006310","slc7a14a","ENSDARG00000010816","slc7a14a"
"ENSAMXG00000006312","slc2a2","ENSDARG00000056196","slc2a2"
"ENSAMXG00000006314","tnika","ENSDARG00000056218","tnika"
"ENSAMXG00000006315","nsfa","ENSDARG00000007654","nsfa"
"ENSAMXG00000006319","pld1a","ENSDARG00000056228","pld1a"
"ENSAMXG00000006322","ahsa1a","ENSDARG00000028664","ahsa1a"
"ENSAMXG00000006324","plxdc1","ENSDARG00000078417","plxdc1"
"ENSAMXG00000006328","prkci","ENSDARG00000021225","prkci"
"ENSAMXG00000006332","fndc3ba","ENSDARG00000078179","fndc3ba"
"ENSAMXG00000006333","pgap6","ENSDARG00000032795","pgap6"
"ENSAMXG00000006337","pdia2","ENSDARG00000018263","pdia2"
"ENSAMXG00000006340","nadkb","ENSDARG00000060362","nadkb"
"ENSAMXG00000006341","ENSAMXG00000006341","ENSDARG00000054160","zgc:113625"
"ENSAMXG00000006343","sec62","ENSDARG00000019951","sec62"
"ENSAMXG00000006355","adnpa","ENSDARG00000062002","adnpa"
"ENSAMXG00000006356","samd7","ENSDARG00000060354","samd7"
"ENSAMXG00000006358","ENSAMXG00000006358","ENSDARG00000075383","GRAMD1B"
"ENSAMXG00000006359","HLTF","ENSDARG00000026053","HLTF"
"ENSAMXG00000006364","ENSAMXG00000006364","ENSDARG00000103020","ENSDARG00000103020"
"ENSAMXG00000006365","pccb","ENSDARG00000038910","pccb"
"ENSAMXG00000006366","ndufb2","ENSDARG00000045490","ndufb2"
"ENSAMXG00000006368","opn1lw1","ENSDARG00000044862","opn1lw1"
"ENSAMXG00000006369","copa","ENSDARG00000004173","copa"
"ENSAMXG00000006370","ENSAMXG00000006370","ENSDARG00000116937","ENSDARG00000116937"
"ENSAMXG00000006372","mppe1","ENSDARG00000045416","mppe1"
"ENSAMXG00000006374","cemip2","ENSDARG00000061600","cemip2"
"ENSAMXG00000006376","gnl3l","ENSDARG00000020595","gnl3l"
"ENSAMXG00000006377","PPP2R3A","ENSDARG00000077722","PPP2R3A"
"ENSAMXG00000006378","serac1","ENSDARG00000056121","serac1"
"ENSAMXG00000006382","smtlb","ENSDARG00000017251","smtlb"
"ENSAMXG00000006383","cxxc1b","ENSDARG00000025718","cxxc1b"
"ENSAMXG00000006386","cry5","ENSDARG00000019498","cry5"
"ENSAMXG00000006391","elavl1b","ENSDARG00000101744","elavl1b"
"ENSAMXG00000006393","nrbp1","ENSDARG00000056089","nrbp1"
"ENSAMXG00000006394","stt3a","ENSDARG00000104953","stt3a"
"ENSAMXG00000006397","slc1a8b","ENSDARG00000032465","slc1a8b"
"ENSAMXG00000006398","grm6b","ENSDARG00000025671","grm6b"
"ENSAMXG00000006399","ENSAMXG00000006399","ENSDARG00000034941","ENSDARG00000034941"
"ENSAMXG00000006401","ENSAMXG00000006401","ENSDARG00000077180","ENSDARG00000077180"
"ENSAMXG00000006405","ENSAMXG00000006405","ENSDARG00000102556","ENSDARG00000102556"
"ENSAMXG00000006406","EPHA4","ENSDARG00000010767","EPHA4"
"ENSAMXG00000006407","ENSAMXG00000006407","ENSDARG00000087983","ENSDARG00000087983"
"ENSAMXG00000006408","gng7","ENSDARG00000038693","gng7"
"ENSAMXG00000006409","sel1l","ENSDARG00000004581","sel1l"
"ENSAMXG00000006411","dscama","ENSDARG00000024865","dscama"
"ENSAMXG00000006415","MON1B","ENSDARG00000077434","MON1B"
"ENSAMXG00000006416","acat1","ENSDARG00000045888","acat1"
"ENSAMXG00000006421","mmp30","ENSDARG00000045887","mmp30"
"ENSAMXG00000006422","CAPN3","ENSDARG00000043035","CAPN3"
"ENSAMXG00000006423","ecsit","ENSDARG00000062834","ecsit"
"ENSAMXG00000006424","C1QL3","ENSDARG00000010350","C1QL3"
"ENSAMXG00000006425","PLCH2","ENSDARG00000059960","plch2a"
"ENSAMXG00000006429","ENSAMXG00000006429","ENSDARG00000088036","ENSDARG00000088036"
"ENSAMXG00000006431","ENSAMXG00000006431","ENSDARG00000060315","ENSDARG00000060315"
"ENSAMXG00000006432","serpinh1a","ENSDARG00000075954","serpinh1a"
"ENSAMXG00000006434","GDPD5","ENSDARG00000077284","GDPD5"
"ENSAMXG00000006437","samsn1b","ENSDARG00000078647","samsn1b"
"ENSAMXG00000006438","pak2a","ENSDARG00000018476","pak2b"
"ENSAMXG00000006439","ENSAMXG00000006439","ENSDARG00000026990","klhl6"
"ENSAMXG00000006440","ttbk2b","ENSDARG00000005670","ENSDARG00000005670"
"ENSAMXG00000006441","usp25","ENSDARG00000012314","usp25"
"ENSAMXG00000006445","pdcd10b","ENSDARG00000012591","pdcd10b"
"ENSAMXG00000006446","zgc:153896","ENSDARG00000003977","zgc:153896"
"ENSAMXG00000006449","bhlha9","ENSDARG00000103981","bhlha9"
"ENSAMXG00000006450","matn3a","ENSDARG00000069245","matn3a"
"ENSAMXG00000006453","ttc32","ENSDARG00000069241","ttc32"
"ENSAMXG00000006454","rtn3","ENSDARG00000091348","rtn3"
"ENSAMXG00000006455","zpax1","ENSDARG00000069251","zpax1"
"ENSAMXG00000006456","NRDC","ENSDARG00000019596","NRDC"
"ENSAMXG00000006459","SEMA3C","ENSDARG00000034300","SEMA3C"
"ENSAMXG00000006460","ENSAMXG00000006460","ENSDARG00000113438","ENSDARG00000113438"
"ENSAMXG00000006461","mixl1","ENSDARG00000069252","mixl1"
"ENSAMXG00000006463","NF1","ENSDARG00000004184","NF1"
"ENSAMXG00000006464","lin9","ENSDARG00000028475","lin9"
"ENSAMXG00000006465","parp1","ENSDARG00000019529","parp1"
"ENSAMXG00000006468","men1","ENSDARG00000089456","men1"
"ENSAMXG00000006470","ENSAMXG00000006470","ENSDARG00000095047","ENSDARG00000095047"
"ENSAMXG00000006473","ENSAMXG00000006473","ENSDARG00000077470","ENSDARG00000077470"
"ENSAMXG00000006474","sox6","ENSDARG00000015536","sox6"
"ENSAMXG00000006487","ENSAMXG00000006487","ENSDARG00000037487","ENSDARG00000037487"
"ENSAMXG00000006488","hcfc1b","ENSDARG00000012519","hcfc1b"
"ENSAMXG00000006491","ENSAMXG00000006491","ENSDARG00000068719","ENSDARG00000068719"
"ENSAMXG00000006495","rpl13","ENSDARG00000099380","rpl13"
"ENSAMXG00000006497","EFR3B","ENSDARG00000069318","EFR3B"
"ENSAMXG00000006507","ENSAMXG00000006507","ENSDARG00000091059","ONECUT3"
"ENSAMXG00000006514","PLEKHA7","ENSDARG00000062220","PLEKHA7"
"ENSAMXG00000006516","slc25a17","ENSDARG00000061684","slc25a17"
"ENSAMXG00000006517","notum1a","ENSDARG00000031126","notum1a"
"ENSAMXG00000006523","cryz","ENSDARG00000016074","cryz"
"ENSAMXG00000006524","slc46a1","ENSDARG00000026149","slc46a1"
"ENSAMXG00000006525","TMC2","ENSDARG00000033104","tmc2a"
"ENSAMXG00000006530","RPTOR","ENSDARG00000098726","RPTOR"
"ENSAMXG00000006537","ENSAMXG00000006537","ENSDARG00000075960","ENSDARG00000075960"
"ENSAMXG00000006538","XRCC2","ENSDARG00000013933","XRCC2"
"ENSAMXG00000006539","PTPRE","ENSDARG00000015891","PTPRE"
"ENSAMXG00000006540","ENSAMXG00000006540","ENSDARG00000033161","ENSDARG00000033161"
"ENSAMXG00000006542","sarm1","ENSDARG00000010610","sarm1"
"ENSAMXG00000006546","tsen54","ENSDARG00000036844","tsen54"
"ENSAMXG00000006550","ankmy2a","ENSDARG00000005948","ankmy2a"
"ENSAMXG00000006552","ssbp3a","ENSDARG00000058237","ssbp3a"
"ENSAMXG00000006555","ENSAMXG00000006555","ENSDARG00000003395","ENSDARG00000003395"
"ENSAMXG00000006556","SNX9","ENSDARG00000069302","SNX9"
"ENSAMXG00000006560","swi5","ENSDARG00000078492","swi5"
"ENSAMXG00000006563","KSR1","ENSDARG00000068714","KSR1"
"ENSAMXG00000006568","anxa1d","ENSDARG00000104359","anxa1c"
"ENSAMXG00000006569","ENSAMXG00000006569","ENSDARG00000091633","ENSDARG00000091633"
"ENSAMXG00000006576","dbh","ENSDARG00000069446","dbh"
"ENSAMXG00000006579","nucb2a","ENSDARG00000036299","nucb2a"
"ENSAMXG00000006586","ENSAMXG00000006586","ENSDARG00000067537","ENSDARG00000067537"
"ENSAMXG00000006587","crppa","ENSDARG00000005034","crppa"
"ENSAMXG00000006591","ENSAMXG00000006591","ENSDARG00000069296","moxd1l"
"ENSAMXG00000006597","mfsd11","ENSDARG00000102828","mfsd11"
"ENSAMXG00000006599","CDCP2","ENSDARG00000075866","CDCP2"
"ENSAMXG00000006603","GALNT11","ENSDARG00000063636","galnt11"
"ENSAMXG00000006605","NHS","ENSDARG00000070227","NHS"
"ENSAMXG00000006613","tagln3a","ENSDARG00000079805","tagln3a"
"ENSAMXG00000006615","clcn4","ENSDARG00000035808","clcn4"
"ENSAMXG00000006616","sardh","ENSDARG00000058102","sardh"
"ENSAMXG00000006619","cdc7","ENSDARG00000023584","cdc7"
"ENSAMXG00000006620","ube2r2","ENSDARG00000058740","ube2r2"
"ENSAMXG00000006621","zgc:113423","ENSDARG00000058978","zgc:113423"
"ENSAMXG00000006626","BTBD2","ENSDARG00000104653","BTBD2"
"ENSAMXG00000006630","glrx3","ENSDARG00000098785","glrx3"
"ENSAMXG00000006632","ENSAMXG00000006632","ENSDARG00000075752","ENSDARG00000075752"
"ENSAMXG00000006635","jmjd6","ENSDARG00000102896","jmjd6"
"ENSAMXG00000006638","arl4aa","ENSDARG00000099918","arl4aa"
"ENSAMXG00000006640","dlb","ENSDARG00000004232","dlb"
"ENSAMXG00000006642","ENSAMXG00000006642","ENSDARG00000090036","ENSDARG00000090036"
"ENSAMXG00000006645","eef2b","ENSDARG00000100371","eef2b"
"ENSAMXG00000006650","CERCAM","ENSDARG00000079049","CERCAM"
"ENSAMXG00000006652","map4k2","ENSDARG00000001234","map4k2"
"ENSAMXG00000006653","lnpa","ENSDARG00000115902","lnpa"
"ENSAMXG00000006657","ENSAMXG00000006657","ENSDARG00000101697","ENSDARG00000101697"
"ENSAMXG00000006658","si:dkey-251i10.3","ENSDARG00000042520","UTP14C"
"ENSAMXG00000006660","hnrpkl","ENSDARG00000007034","hnrpkl"
"ENSAMXG00000006661","ell2","ENSDARG00000006251","ell2"
"ENSAMXG00000006664","ARMC6","ENSDARG00000103770","ARMC6"
"ENSAMXG00000006667","ntrk2b","ENSDARG00000098511","ntrk2b"
"ENSAMXG00000006669","GFI1","ENSDARG00000020746","gfi1aa"
"ENSAMXG00000006670","bnip3","ENSDARG00000099961","bnip3"
"ENSAMXG00000006672","SH2D3C","ENSDARG00000028099","SH2D3C"
"ENSAMXG00000006674","TMEM63B","ENSDARG00000104559","TMEM63B"
"ENSAMXG00000006676","CAPNS1","ENSDARG00000035329","capns1a"
"ENSAMXG00000006680","slc25a42","ENSDARG00000099368","slc25a42"
"ENSAMXG00000006681","NHERF1","ENSDARG00000102503","NHERF1"
"ENSAMXG00000006682","zbtb20","ENSDARG00000005586","zbtb20"
"ENSAMXG00000006684","kcmf1","ENSDARG00000067656","kcmf1"
"ENSAMXG00000006685","ppp2r2d","ENSDARG00000102009","ppp2r2d"
"ENSAMXG00000006687","SLC29A1","ENSDARG00000054447","SLC29A1"
"ENSAMXG00000006689","pcsk1","ENSDARG00000002600","pcsk1"
"ENSAMXG00000006691","SAMD8","ENSDARG00000074663","samd8"
"ENSAMXG00000006693","USP48","ENSDARG00000090301","USP48"
"ENSAMXG00000006694","dipk1aa","ENSDARG00000062955","dipk1aa"
"ENSAMXG00000006695","BTBD17","ENSDARG00000102472","BTBD17"
"ENSAMXG00000006697","vipb","ENSDARG00000079443","vipb"
"ENSAMXG00000006699","itpk1a","ENSDARG00000013056","itpk1a"
"ENSAMXG00000006701","ENSAMXG00000006701","ENSDARG00000091762","ENSDARG00000091762"
"ENSAMXG00000006703","mtf2","ENSDARG00000005590","mtf2"
"ENSAMXG00000006705","micu2","ENSDARG00000009939","micu2"
"ENSAMXG00000006706","wdr36","ENSDARG00000004774","wdr36"
"ENSAMXG00000006713","SPTBN1","ENSDARG00000102883","SPTBN1"
"ENSAMXG00000006717","CPS1","ENSDARG00000020028","CPS1"
"ENSAMXG00000006720","cd36","ENSDARG00000032639","cd36"
"ENSAMXG00000006721","tmem150ab","ENSDARG00000035184","tmem150ab"
"ENSAMXG00000006724","lsr","ENSDARG00000099291","lsr"
"ENSAMXG00000006727","RABGAP1","ENSDARG00000098967","RABGAP1"
"ENSAMXG00000006728","PHF12","ENSDARG00000074303","PHF12"
"ENSAMXG00000006729","psma5","ENSDARG00000003526","psma5"
"ENSAMXG00000006733","atp5f1e","ENSDARG00000095897","atp5f1e"
"ENSAMXG00000006735","traf7","ENSDARG00000060207","traf7"
"ENSAMXG00000006737","IRS1","ENSDARG00000054087","IRS1"
"ENSAMXG00000006740","nelfcd","ENSDARG00000021097","nelfcd"
"ENSAMXG00000006741","dhrs13a.2","ENSDARG00000111240","dhrs13a.2"
"ENSAMXG00000006742","NYAP2","ENSDARG00000079581","NYAP2"
"ENSAMXG00000006743","mag","ENSDARG00000104023","mag"
"ENSAMXG00000006744","EML6","ENSDARG00000102755","EML6"
"ENSAMXG00000006747","sgcd","ENSDARG00000098573","sgcd"
"ENSAMXG00000006749","rnf224","ENSDARG00000095415","rnf224"
"ENSAMXG00000006750","ctsz","ENSDARG00000043081","ctsz"
"ENSAMXG00000006751","myl1","ENSDARG00000014196","myl1"
"ENSAMXG00000006752","FCHSD2","ENSDARG00000091428","FCHSD2"
"ENSAMXG00000006753","mrpl22","ENSDARG00000109961","mrpl22"
"ENSAMXG00000006756","prpf4","ENSDARG00000067639","prpf4"
"ENSAMXG00000006760","plekhb1","ENSDARG00000063519","plekhb1"
"ENSAMXG00000006763","si:dkey-24p1.1","ENSDARG00000039096","si:dkey-24p1.1"
"ENSAMXG00000006764","npepl1","ENSDARG00000012871","npepl1"
"ENSAMXG00000006766","dnai1.2","ENSDARG00000038788","dnai1.2"
"ENSAMXG00000006768","ENSAMXG00000006768","ENSDARG00000022315","atp6v1g1"
"ENSAMXG00000006769","spopla","ENSDARG00000010563","spopla"
"ENSAMXG00000006770","ENSAMXG00000006770","ENSDARG00000097307","ENSDARG00000097307"
"ENSAMXG00000006771","GEMIN5","ENSDARG00000079257","GEMIN5"
"ENSAMXG00000006772","rpl36a","ENSDARG00000058105","rpl36a"
"ENSAMXG00000006775","FER","ENSDARG00000012196","FER"
"ENSAMXG00000006778","ENSAMXG00000006778","ENSDARG00000063050","ENSDARG00000063050"
"ENSAMXG00000006780","glra4b","ENSDARG00000058103","glra4b"
"ENSAMXG00000006781","cav4a","ENSDARG00000003632","cav4a"
"ENSAMXG00000006782","pja2","ENSDARG00000100296","pja2"
"ENSAMXG00000006784","mrpl48","ENSDARG00000035167","mrpl48"
"ENSAMXG00000006785","COL5A1","ENSDARG00000012593","COL5A1"
"ENSAMXG00000006788","rrp9","ENSDARG00000041991","rrp9"
"ENSAMXG00000006789","man2a1","ENSDARG00000102200","man2a1"
"ENSAMXG00000006790","grm2b","ENSDARG00000007195","grm2b"
"ENSAMXG00000006792","ppm1db","ENSDARG00000021380","ppm1db"
"ENSAMXG00000006794","si:ch211-243g18.2","ENSDARG00000044261","si:ch211-243g18.2"
"ENSAMXG00000006797","NXPH2","ENSDARG00000063224","NXPH2"
"ENSAMXG00000006798","mlc1","ENSDARG00000063026","mlc1"
"ENSAMXG00000006801","ENSAMXG00000006801","ENSDARG00000074762","ENSDARG00000074762"
"ENSAMXG00000006803","VAV2","ENSDARG00000044718","VAV2"
"ENSAMXG00000006806","dnajb13","ENSDARG00000043157","dnajb13"
"ENSAMXG00000006808","aifm1","ENSDARG00000058088","aifm1"
"ENSAMXG00000006814","NPY2R","ENSDARG00000094763","NPY2R"
"ENSAMXG00000006815","PLPP4","ENSDARG00000098862","PLPP4"
"ENSAMXG00000006816","brd3a","ENSDARG00000006527","brd3a"
"ENSAMXG00000006817","WWC1","ENSDARG00000076041","WWC1"
"ENSAMXG00000006818","ubr7","ENSDARG00000005536","ubr7"
"ENSAMXG00000006820","MYO1H","ENSDARG00000061968","MYO1H"
"ENSAMXG00000006826","gucy1a1","ENSDARG00000013787","gucy1a1"
"ENSAMXG00000006830","mcrip2","ENSDARG00000061256","mcrip2"
"ENSAMXG00000006836","gucy1b1","ENSDARG00000086790","gucy1b1"
"ENSAMXG00000006838","foxn4","ENSDARG00000010591","foxn4"
"ENSAMXG00000006843","nop16","ENSDARG00000044402","nop16"
"ENSAMXG00000006847","tdrd3","ENSDARG00000025421","tdrd3"
"ENSAMXG00000006849","rxraa","ENSDARG00000057737","rxraa"
"ENSAMXG00000006854","GRK6","ENSDARG00000032157","GRK6"
"ENSAMXG00000006858","ACACB","ENSDARG00000061994","ACACB"
"ENSAMXG00000006863","ENSAMXG00000006863","ENSDARG00000003797","ENSDARG00000003797"
"ENSAMXG00000006865","dido1","ENSDARG00000057940","dido1"
"ENSAMXG00000006868","gsna","ENSDARG00000011459","gsna"
"ENSAMXG00000006870","DBN1","ENSDARG00000069113","ENSDARG00000069113"
"ENSAMXG00000006873","ITPR1","ENSDARG00000014655","ITPR1"
"ENSAMXG00000006876","ASB2","ENSDARG00000096748","ENSDARG00000096748"
"ENSAMXG00000006877","apooa","ENSDARG00000104696","apooa"
"ENSAMXG00000006882","ZMYND8","ENSDARG00000007601","ZMYND8"
"ENSAMXG00000006890","nipblb","ENSDARG00000061052","nipblb"
"ENSAMXG00000006892","SIRT7","ENSDARG00000060645","SIRT7"
"ENSAMXG00000006895","hoxd12a","ENSDARG00000059263","hoxd12a"
"ENSAMXG00000006896","PPP4R4","ENSDARG00000010407","PPP4R4"
"ENSAMXG00000006900","ENSAMXG00000006900","ENSDARG00000013524","ENSDARG00000013524"
"ENSAMXG00000006902","NCOA3","ENSDARG00000077404","NCOA3"
"ENSAMXG00000006905","SIPA1","ENSDARG00000076697","SIPA1"
"ENSAMXG00000006908","nup155","ENSDARG00000001777","nup155"
"ENSAMXG00000006911","osbp","ENSDARG00000004634","osbp"
"ENSAMXG00000006912","ENSAMXG00000006912","ENSDARG00000091187","ENSDARG00000091187"
"ENSAMXG00000006915","npas2","ENSDARG00000016536","npas2"
"ENSAMXG00000006916","malrd1","ENSDARG00000090618","malrd1"
"ENSAMXG00000006918","hoxd11a","ENSDARG00000059267","hoxd11a"
"ENSAMXG00000006919","srsf11","ENSDARG00000098574","srsf11"
"ENSAMXG00000006920","MCC","ENSDARG00000105237","MCC"
"ENSAMXG00000006921","GTF3C4","ENSDARG00000069538","GTF3C4"
"ENSAMXG00000006926","serpina10a","ENSDARG00000005924","serpina10a"
"ENSAMXG00000006932","slit2","ENSDARG00000004246","slit2"
"ENSAMXG00000006933","slc6a5","ENSDARG00000067964","slc6a5"
"ENSAMXG00000006937","ENSAMXG00000006937","ENSDARG00000010331","ENSDARG00000010331"
"ENSAMXG00000006938","WDR70","ENSDARG00000109022","WDR70"
"ENSAMXG00000006940","SCAI","ENSDARG00000060865","SCAI"
"ENSAMXG00000006942","PPP1CA","ENSDARG00000099226","PPP1CA"
"ENSAMXG00000006946","phtf1","ENSDARG00000057708","phtf1"
"ENSAMXG00000006948","hoxd10a","ENSDARG00000057859","hoxd10a"
"ENSAMXG00000006951","plxdc2b","ENSDARG00000059950","plxdc2b"
"ENSAMXG00000006952","ENSAMXG00000006952","ENSDARG00000104722","MYL2"
"ENSAMXG00000006955","rfc4","ENSDARG00000042458","rfc4"
"ENSAMXG00000006956","EGFLAM","ENSDARG00000099008","EGFLAM"
"ENSAMXG00000006961","twf2b","ENSDARG00000094792","twf2a"
